time	species	transcript
1	protein1	0.08
1	protein2	0.057
1	protein3	0.13
2	protein1	0.16
2	protein2	0.114
2	protein3	0.26
3	protein1	0.24
3	protein2	0.171
3	protein3	0.39
4	protein1	0.32
4	protein2	0.228
4	protein3	0.52
5	protein1	0.4
5	protein2	0.28500000000000003
5	protein3	0.65
6	protein1	0.48
6	protein2	0.342
6	protein3	0.78
7	protein1	0.56
7	protein2	0.399
7	protein3	0.91
8	protein1	0.64
8	protein2	0.456
8	protein3	1.04
9	protein1	0.72
9	protein2	0.513
9	protein3	1.17
10	protein1	0.8
10	protein2	0.5700000000000001
10	protein3	1.3
11	protein1	0.88
11	protein2	0.627
11	protein3	1.4300000000000002
12	protein1	0.96
12	protein2	0.684
12	protein3	1.56
13	protein1	1.04
13	protein2	0.741
13	protein3	1.69
14	protein1	1.12
14	protein2	0.798
14	protein3	1.82
15	protein1	1.2
15	protein2	0.855
15	protein3	1.9500000000000002
16	protein1	1.28
16	protein2	0.912
16	protein3	2.08
17	protein1	1.36
17	protein2	0.9690000000000001
17	protein3	2.21
18	protein1	1.44
18	protein2	1.026
18	protein3	2.34
19	protein1	1.52
19	protein2	1.083
19	protein3	2.47
20	protein1	1.6
20	protein2	1.1400000000000001
20	protein3	2.6
21	protein1	1.68
21	protein2	1.197
21	protein3	2.73
22	protein1	1.76
22	protein2	1.254
22	protein3	2.8600000000000003
23	protein1	1.84
23	protein2	1.311
23	protein3	2.99
24	protein1	1.92
24	protein2	1.368
24	protein3	3.12
25	protein1	2.0
25	protein2	1.425
25	protein3	3.25
26	protein1	2.08
26	protein2	1.482
26	protein3	3.38
27	protein1	2.16
27	protein2	1.5390000000000001
27	protein3	3.5100000000000002
28	protein1	2.24
28	protein2	1.596
28	protein3	3.64
29	protein1	2.32
29	protein2	1.653
29	protein3	3.77
30	protein1	2.4
30	protein2	1.71
30	protein3	3.9000000000000004
31	protein1	2.48
31	protein2	1.7670000000000001
31	protein3	4.03
32	protein1	2.56
32	protein2	1.824
32	protein3	4.16
33	protein1	2.64
33	protein2	1.881
33	protein3	4.29
34	protein1	2.72
34	protein2	1.9380000000000002
34	protein3	4.42
35	protein1	2.8000000000000003
35	protein2	1.995
35	protein3	4.55
36	protein1	2.88
36	protein2	2.052
36	protein3	4.68
37	protein1	2.96
37	protein2	2.109
37	protein3	4.8100000000000005
38	protein1	3.04
38	protein2	2.166
38	protein3	4.94
39	protein1	3.12
39	protein2	2.223
39	protein3	5.07
40	protein1	3.2
40	protein2	2.2800000000000002
40	protein3	5.2
41	protein1	3.2800000000000002
41	protein2	2.337
41	protein3	5.33
42	protein1	3.36
42	protein2	2.394
42	protein3	5.46
43	protein1	3.44
43	protein2	2.451
43	protein3	5.59
44	protein1	3.52
