time	species	transcript
1	protein1	0.12
1	protein2	0.07
1	protein3	0.03
2	protein1	0.24
2	protein2	0.14
2	protein3	0.06
3	protein1	0.36
3	protein2	0.21000000000000002
3	protein3	0.09
4	protein1	0.48
4	protein2	0.28
4	protein3	0.12
5	protein1	0.6
5	protein2	0.35000000000000003
5	protein3	0.15
6	protein1	0.72
6	protein2	0.42000000000000004
6	protein3	0.18
7	protein1	0.84
7	protein2	0.49000000000000005
7	protein3	0.21
8	protein1	0.96
8	protein2	0.56
8	protein3	0.24
9	protein1	1.08
9	protein2	0.6300000000000001
9	protein3	0.27
10	protein1	1.2
10	protein2	0.7000000000000001
10	protein3	0.3
11	protein1	1.3199999999999998
11	protein2	0.77
11	protein3	0.32999999999999996
12	protein1	1.44
12	protein2	0.8400000000000001
12	protein3	0.36
13	protein1	1.56
13	protein2	0.9100000000000001
13	protein3	0.39
14	protein1	1.68
14	protein2	0.9800000000000001
14	protein3	0.42
15	protein1	1.7999999999999998
15	protein2	1.05
15	protein3	0.44999999999999996
16	protein1	1.92
16	protein2	1.12
16	protein3	0.48
17	protein1	2.04
17	protein2	1.1900000000000002
17	protein3	0.51
18	protein1	2.16
18	protein2	1.2600000000000002
18	protein3	0.54
19	protein1	2.28
19	protein2	1.33
19	protein3	0.57
20	protein1	2.4
20	protein2	1.4000000000000001
20	protein3	0.6
21	protein1	2.52
21	protein2	1.4700000000000002
21	protein3	0.63
22	protein1	2.6399999999999997
22	protein2	1.54
22	protein3	0.6599999999999999
23	protein1	2.76
23	protein2	1.61
23	protein3	0.69
24	protein1	2.88
24	protein2	1.6800000000000002
24	protein3	0.72
25	protein1	3.0
25	protein2	1.7500000000000002
25	protein3	0.75
26	protein1	3.12
26	protein2	1.8200000000000003
26	protein3	0.78
27	protein1	3.2399999999999998
27	protein2	1.8900000000000001
27	protein3	0.8099999999999999
28	protein1	3.36
28	protein2	1.9600000000000002
28	protein3	0.84
29	protein1	3.48
29	protein2	2.0300000000000002
29	protein3	0.87
30	protein1	3.5999999999999996
30	protein2	2.1
30	protein3	0.8999999999999999
31	protein1	3.7199999999999998
31	protein2	2.1700000000000004
31	protein3	0.9299999999999999
32	protein1	3.84
32	protein2	2.24
32	protein3	0.96
33	protein1	3.96
33	protein2	2.31
33	protein3	0.99
34	protein1	4.08
34	protein2	2.3800000000000003
34	protein3	1.02
35	protein1	4.2
35	protein2	2.45
35	protein3	1.05
36	protein1	4.32
36	protein2	2.5200000000000005
36	protein3	1.08
37	protein1	4.4399999999999995
37	protein2	2.5900000000000003
37	protein3	1.1099999999999999
38	protein1	4.56
38	protein2	2.66
38	protein3	1.14
39	protein1	4.68
39	protein2	2.7300000000000004
39	protein3	1.17
40	protein1	4.8
40	protein2	2.8000000000000003
40	protein3	1.2
41	protein1	4.92
41	protein2	2.87
41	protein3	1.23
42	protein1	5.04
42	protein2	2.9400000000000004
42	protein3	1.26
43	protein1	5.16
43	protein2	3.0100000000000002
43	protein3	1.29
44	protein1	5.279999999999999
44	protein2	3.08
44	protein3	1.3199999999999998
45	protein1	5.3999999999999995
45	protein2	3.1500000000000004
45	protein3	1.3499999999999999
46	protein1	5.52
46	protein2	3.22
46	protein3	1.38
47	protein1	5.64
47	protein2	3.2900000000000005
47	protein3	1.41
48	protein1	5.76
48	protein2	3.3600000000000003
48	protein3	1.44
49	protein1	5.88
49	protein2	3.43
49	protein3	1.47
50	protein1	6.0
50	protein2	3.5000000000000004
50	protein3	1.5
51	protein1	6.12
51	protein2	3.5700000000000003
51	protein3	1.53
52	protein1	6.24
52	protein2	3.6400000000000006
52	protein3	1.56
53	protein1	6.359999999999999
53	protein2	3.7100000000000004
53	protein3	1.5899999999999999
54	protein1	6.4799999999999995
54	protein2	3.7800000000000002
54	protein3	1.6199999999999999
55	protein1	6.6
55	protein2	3.8500000000000005
55	protein3	1.65
56	protein1	6.72
56	protein2	3.9200000000000004
56	protein3	1.68
57	protein1	6.84
57	protein2	3.99
57	protein3	1.71
58	protein1	6.96
58	protein2	4.0600000000000005
58	protein3	1.74
59	protein1	7.08
59	protein2	4.130000000000001
59	protein3	1.77
60	protein1	7.199999999999999
60	protein2	4.2
60	protein3	1.7999999999999998
61	protein1	7.319999999999999
61	protein2	4.2700000000000005
61	protein3	1.8299999999999998
62	protein1	7.4399999999999995
62	protein2	4.340000000000001
62	protein3	1.8599999999999999
63	protein1	7.56
63	protein2	4.41
63	protein3	1.89
64	protein1	7.68
64	protein2	4.48
64	protein3	1.92
65	protein1	7.8
65	protein2	4.550000000000001
65	protein3	1.95
66	protein1	7.92
66	protein2	4.62
66	protein3	1.98
67	protein1	8.04
67	protein2	4.69
67	protein3	2.01
68	protein1	8.16
68	protein2	4.760000000000001
68	protein3	2.04
69	protein1	8.28
69	protein2	4.83
69	protein3	2.07
70	protein1	8.4
70	protein2	4.9
70	protein3	2.1
71	protein1	8.52
71	protein2	4.970000000000001
71	protein3	2.13
72	protein1	8.64
72	protein2	5.040000000000001
72	protein3	2.16
73	protein1	8.76
73	protein2	5.11
73	protein3	2.19
74	protein1	8.879999999999999
74	protein2	5.180000000000001
74	protein3	2.2199999999999998
75	protein1	9.0
75	protein2	5.250000000000001
75	protein3	2.25
76	protein1	9.12
76	protein2	5.32
76	protein3	2.28
77	protein1	9.24
77	protein2	5.390000000000001
77	protein3	2.31
78	protein1	9.36
78	protein2	5.460000000000001
78	protein3	2.34
79	protein1	9.48
79	protein2	5.53
79	protein3	2.37
80	protein1	9.6
80	protein2	5.6000000000000005
80	protein3	2.4
81	protein1	9.719999999999999
81	protein2	5.670000000000001
81	protein3	2.4299999999999997
82	protein1	9.84
82	protein2	5.74
82	protein3	2.46
83	protein1	9.959999999999999
83	protein2	5.8100000000000005
83	protein3	2.4899999999999998
84	protein1	10.08
84	protein2	5.880000000000001
84	protein3	2.52
85	protein1	10.2
