time	species	transcript
1	protein1	0.03
1	protein2	0.1
1	protein3	0.07
2	protein1	0.06
2	protein2	0.2
2	protein3	0.14
3	protein1	0.09
3	protein2	0.30000000000000004
3	protein3	0.21000000000000002
4	protein1	0.12
4	protein2	0.4
4	protein3	0.28
5	protein1	0.15
5	protein2	0.5
5	protein3	0.35000000000000003
6	protein1	0.18
6	protein2	0.6000000000000001
6	protein3	0.42000000000000004
7	protein1	0.21
7	protein2	0.7000000000000001
7	protein3	0.49000000000000005
8	protein1	0.24
8	protein2	0.8
8	protein3	0.56
9	protein1	0.27
9	protein2	0.9
9	protein3	0.6300000000000001
10	protein1	0.3
10	protein2	1.0
10	protein3	0.7000000000000001
11	protein1	0.32999999999999996
11	protein2	1.1
11	protein3	0.77
12	protein1	0.36
12	protein2	1.2000000000000002
12	protein3	0.8400000000000001
13	protein1	0.39
13	protein2	1.3
13	protein3	0.9100000000000001
14	protein1	0.42
14	protein2	1.4000000000000001
14	protein3	0.9800000000000001
15	protein1	0.44999999999999996
15	protein2	1.5
15	protein3	1.05
16	protein1	0.48
16	protein2	1.6
16	protein3	1.12
17	protein1	0.51
17	protein2	1.7000000000000002
17	protein3	1.1900000000000002
18	protein1	0.54
18	protein2	1.8
18	protein3	1.2600000000000002
19	protein1	0.57
19	protein2	1.9000000000000001
19	protein3	1.33
20	protein1	0.6
20	protein2	2.0
20	protein3	1.4000000000000001
21	protein1	0.63
21	protein2	2.1
21	protein3	1.4700000000000002
22	protein1	0.6599999999999999
22	protein2	2.2
22	protein3	1.54
23	protein1	0.69
23	protein2	2.3000000000000003
23	protein3	1.61
24	protein1	0.72
24	protein2	2.4000000000000004
24	protein3	1.6800000000000002
25	protein1	0.75
25	protein2	2.5
25	protein3	1.7500000000000002
26	protein1	0.78
26	protein2	2.6
26	protein3	1.8200000000000003
27	protein1	0.8099999999999999
27	protein2	2.7
27	protein3	1.8900000000000001
28	protein1	0.84
28	protein2	2.8000000000000003
28	protein3	1.9600000000000002
29	protein1	0.87
29	protein2	2.9000000000000004
29	protein3	2.0300000000000002
30	protein1	0.8999999999999999
30	protein2	3.0
30	protein3	2.1
31	protein1	0.9299999999999999
31	protein2	3.1
31	protein3	2.1700000000000004
32	protein1	0.96
32	protein2	3.2
32	protein3	2.24
33	protein1	0.99
33	protein2	3.3000000000000003
33	protein3	2.31
34	protein1	1.02
34	protein2	3.4000000000000004
34	protein3	2.3800000000000003
35	protein1	1.05
35	protein2	3.5
35	protein3	2.45
36	protein1	1.08
36	protein2	3.6
36	protein3	2.5200000000000005
37	protein1	1.1099999999999999
37	protein2	3.7
37	protein3	2.5900000000000003
38	protein1	1.14
38	protein2	3.8000000000000003
38	protein3	2.66
39	protein1	1.17
39	protein2	3.9000000000000004
39	protein3	2.7300000000000004
40	protein1	1.2
40	protein2	4.0
40	protein3	2.8000000000000003
41	protein1	1.23
41	protein2	4.1000000000000005
41	protein3	2.87
42	protein1	1.26
42	protein2	4.2
42	protein3	2.9400000000000004
43	protein1	1.29
43	protein2	4.3
43	protein3	3.0100000000000002
44	protein1	1.3199999999999998
44	protein2	4.4
44	protein3	3.08
45	protein1	1.3499999999999999
45	protein2	4.5
45	protein3	3.1500000000000004
46	protein1	1.38
46	protein2	4.6000000000000005
46	protein3	3.22
47	protein1	1.41
47	protein2	4.7
47	protein3	3.2900000000000005
48	protein1	1.44
48	protein2	4.800000000000001
48	protein3	3.3600000000000003
49	protein1	1.47
49	protein2	4.9
49	protein3	3.43
50	protein1	1.5
50	protein2	5.0
50	protein3	3.5000000000000004
51	protein1	1.53
51	protein2	5.1000000000000005
51	protein3	3.5700000000000003
52	protein1	1.56
52	protein2	5.2
52	protein3	3.6400000000000006
53	protein1	1.5899999999999999
53	protein2	5.300000000000001
53	protein3	3.7100000000000004
54	protein1	1.6199999999999999
54	protein2	5.4
54	protein3	3.7800000000000002
55	protein1	1.65
55	protein2	5.5
55	protein3	3.8500000000000005
56	protein1	1.68
56	protein2	5.6000000000000005
56	protein3	3.9200000000000004
57	protein1	1.71
57	protein2	5.7
57	protein3	3.99
58	protein1	1.74
58	protein2	5.800000000000001
58	protein3	4.0600000000000005
59	protein1	1.77
59	protein2	5.9
59	protein3	4.130000000000001
60	protein1	1.7999999999999998
60	protein2	6.0
60	protein3	4.2
61	protein1	1.8299999999999998
61	protein2	6.1000000000000005
61	protein3	4.2700000000000005
62	protein1	1.8599999999999999
62	protein2	6.2
62	protein3	4.340000000000001
63	protein1	1.89
63	protein2	6.300000000000001
63	protein3	4.41
64	protein1	1.92
64	protein2	6.4
64	protein3	4.48
65	protein1	1.95
65	protein2	6.5
65	protein3	4.550000000000001
66	protein1	1.98
66	protein2	6.6000000000000005
66	protein3	4.62
67	protein1	2.01
67	protein2	6.7
67	protein3	4.69
68	protein1	2.04
68	protein2	6.800000000000001
68	protein3	4.760000000000001
69	protein1	2.07
69	protein2	6.9
69	protein3	4.83
70	protein1	2.1
70	protein2	7.0
70	protein3	4.9
71	protein1	2.13
71	protein2	7.1000000000000005
71	protein3	4.970000000000001
72	protein1	2.16
72	protein2	7.2
72	protein3	5.040000000000001
73	protein1	2.19
73	protein2	7.300000000000001
73	protein3	5.11
74	protein1	2.2199999999999998
74	protein2	7.4
74	protein3	5.180000000000001
75	protein1	2.25
75	protein2	7.5
75	protein3	5.250000000000001
76	protein1	2.28
76	protein2	7.6000000000000005
76	protein3	5.32
77	protein1	2.31
77	protein2	7.7
77	protein3	5.390000000000001
78	protein1	2.34
78	protein2	7.800000000000001
78	protein3	5.460000000000001
79	protein1	2.37
79	protein2	7.9
79	protein3	5.53
80	protein1	2.4
80	protein2	8.0
80	protein3	5.6000000000000005
81	protein1	2.4299999999999997
81	protein2	8.1
81	protein3	5.670000000000001
82	protein1	2.46
82	protein2	8.200000000000001
82	protein3	5.74
83	protein1	2.4899999999999998
83	protein2	8.3
83	protein3	5.8100000000000005
84	protein1	2.52
84	protein2	8.4
