time	species	transcript
1	protein1	0.13
1	protein2	0.08
1	protein3	0.04
2	protein1	0.26
2	protein2	0.16
2	protein3	0.08
3	protein1	0.39
3	protein2	0.24
3	protein3	0.12
4	protein1	0.52
4	protein2	0.32
4	protein3	0.16
5	protein1	0.65
5	protein2	0.4
5	protein3	0.2
6	protein1	0.78
6	protein2	0.48
6	protein3	0.24
7	protein1	0.91
7	protein2	0.56
7	protein3	0.28
8	protein1	1.04
8	protein2	0.64
8	protein3	0.32
9	protein1	1.17
9	protein2	0.72
9	protein3	0.36
10	protein1	1.3
10	protein2	0.8
10	protein3	0.4
11	protein1	1.4300000000000002
11	protein2	0.88
11	protein3	0.44
12	protein1	1.56
12	protein2	0.96
12	protein3	0.48
13	protein1	1.69
13	protein2	1.04
13	protein3	0.52
14	protein1	1.82
14	protein2	1.12
14	protein3	0.56
15	protein1	1.9500000000000002
15	protein2	1.2
15	protein3	0.6
16	protein1	2.08
16	protein2	1.28
16	protein3	0.64
17	protein1	2.21
17	protein2	1.36
17	protein3	0.68
18	protein1	2.34
18	protein2	1.44
18	protein3	0.72
19	protein1	2.47
19	protein2	1.52
19	protein3	0.76
20	protein1	2.6
20	protein2	1.6
20	protein3	0.8
21	protein1	2.73
21	protein2	1.68
21	protein3	0.84
22	protein1	2.8600000000000003
22	protein2	1.76
22	protein3	0.88
23	protein1	2.99
23	protein2	1.84
23	protein3	0.92
24	protein1	3.12
24	protein2	1.92
24	protein3	0.96
25	protein1	3.25
25	protein2	2.0
25	protein3	1.0
26	protein1	3.38
26	protein2	2.08
26	protein3	1.04
27	protein1	3.5100000000000002
27	protein2	2.16
27	protein3	1.08
28	protein1	3.64
28	protein2	2.24
28	protein3	1.12
29	protein1	3.77
29	protein2	2.32
29	protein3	1.16
30	protein1	3.9000000000000004
30	protein2	2.4
30	protein3	1.2
31	protein1	4.03
31	protein2	2.48
31	protein3	1.24
32	protein1	4.16
32	protein2	2.56
32	protein3	1.28
33	protein1	4.29
33	protein2	2.64
33	protein3	1.32
34	protein1	4.42
34	protein2	2.72
34	protein3	1.36
35	protein1	4.55
35	protein2	2.8000000000000003
35	protein3	1.4000000000000001
36	protein1	4.68
36	protein2	2.88
36	protein3	1.44
37	protein1	4.8100000000000005
37	protein2	2.96
37	protein3	1.48
38	protein1	4.94
38	protein2	3.04
38	protein3	1.52
39	protein1	5.07
39	protein2	3.12
39	protein3	1.56
40	protein1	5.2
40	protein2	3.2
40	protein3	1.6
41	protein1	5.33
41	protein2	3.2800000000000002
41	protein3	1.6400000000000001
42	protein1	5.46
42	protein2	3.36
42	protein3	1.68
43	protein1	5.59
43	protein2	3.44
43	protein3	1.72
44	protein1	5.720000000000001
44	protein2	3.52
44	protein3	1.76
45	protein1	5.8500000000000005
45	protein2	3.6
45	protein3	1.8
46	protein1	5.98
46	protein2	3.68
46	protein3	1.84
47	protein1	6.11
47	protein2	3.7600000000000002
47	protein3	1.8800000000000001
48	protein1	6.24
48	protein2	3.84
48	protein3	1.92
49	protein1	6.37
49	protein2	3.92
49	protein3	1.96
50	protein1	6.5
50	protein2	4.0
50	protein3	2.0
51	protein1	6.63
51	protein2	4.08
51	protein3	2.04
52	protein1	6.76
52	protein2	4.16
52	protein3	2.08
53	protein1	6.890000000000001
53	protein2	4.24
53	protein3	2.12
54	protein1	7.0200000000000005
54	protein2	4.32
54	protein3	2.16
55	protein1	7.15
55	protein2	4.4
55	protein3	2.2
56	protein1	7.28
56	protein2	4.48
56	protein3	2.24
57	protein1	7.41
57	protein2	4.5600000000000005
57	protein3	2.2800000000000002
58	protein1	7.54
58	protein2	4.64
58	protein3	2.32
59	protein1	7.67
59	protein2	4.72
59	protein3	2.36
60	protein1	7.800000000000001
60	protein2	4.8
60	protein3	2.4
61	protein1	7.930000000000001
61	protein2	4.88
61	protein3	2.44
62	protein1	8.06
62	protein2	4.96
62	protein3	2.48
63	protein1	8.19
63	protein2	5.04
63	protein3	2.52
