time	species	transcript
1	protein1	0.03
1	protein2	0.07
1	protein3	0.1
2	protein1	0.06
2	protein2	0.14
2	protein3	0.2
3	protein1	0.09
3	protein2	0.21000000000000002
3	protein3	0.30000000000000004
4	protein1	0.12
4	protein2	0.28
4	protein3	0.4
5	protein1	0.15
5	protein2	0.35000000000000003
5	protein3	0.5
6	protein1	0.18
6	protein2	0.42000000000000004
6	protein3	0.6000000000000001
7	protein1	0.21
7	protein2	0.49000000000000005
7	protein3	0.7000000000000001
8	protein1	0.24
8	protein2	0.56
8	protein3	0.8
9	protein1	0.27
9	protein2	0.6300000000000001
9	protein3	0.9
10	protein1	0.3
10	protein2	0.7000000000000001
10	protein3	1.0
11	protein1	0.32999999999999996
11	protein2	0.77
11	protein3	1.1
12	protein1	0.36
12	protein2	0.8400000000000001
12	protein3	1.2000000000000002
13	protein1	0.39
13	protein2	0.9100000000000001
13	protein3	1.3
14	protein1	0.42
14	protein2	0.9800000000000001
14	protein3	1.4000000000000001
15	protein1	0.44999999999999996
15	protein2	1.05
15	protein3	1.5
16	protein1	0.48
16	protein2	1.12
16	protein3	1.6
17	protein1	0.51
17	protein2	1.1900000000000002
17	protein3	1.7000000000000002
18	protein1	0.54
18	protein2	1.2600000000000002
18	protein3	1.8
19	protein1	0.57
19	protein2	1.33
19	protein3	1.9000000000000001
20	protein1	0.6
20	protein2	1.4000000000000001
20	protein3	2.0
21	protein1	0.63
21	protein2	1.4700000000000002
21	protein3	2.1
22	protein1	0.6599999999999999
22	protein2	1.54
22	protein3	2.2
23	protein1	0.69
23	protein2	1.61
23	protein3	2.3000000000000003
24	protein1	0.72
24	protein2	1.6800000000000002
24	protein3	2.4000000000000004
25	protein1	0.75
25	protein2	1.7500000000000002
25	protein3	2.5
26	protein1	0.78
26	protein2	1.8200000000000003
26	protein3	2.6
27	protein1	0.8099999999999999
27	protein2	1.8900000000000001
27	protein3	2.7
28	protein1	0.84
28	protein2	1.9600000000000002
28	protein3	2.8000000000000003
29	protein1	0.87
29	protein2	2.0300000000000002
29	protein3	2.9000000000000004
30	protein1	0.8999999999999999
30	protein2	2.1
30	protein3	3.0
31	protein1	0.9299999999999999
31	protein2	2.1700000000000004
31	protein3	3.1
32	protein1	0.96
32	protein2	2.24
32	protein3	3.2
33	protein1	0.99
33	protein2	2.31
33	protein3	3.3000000000000003
34	protein1	1.02
34	protein2	2.3800000000000003
34	protein3	3.4000000000000004
35	protein1	1.05
35	protein2	2.45
35	protein3	3.5
36	protein1	1.08
36	protein2	2.5200000000000005
36	protein3	3.6
37	protein1	1.1099999999999999
37	protein2	2.5900000000000003
37	protein3	3.7
38	protein1	1.14
38	protein2	2.66
38	protein3	3.8000000000000003
39	protein1	1.17
39	protein2	2.7300000000000004
39	protein3	3.9000000000000004
40	protein1	1.2
40	protein2	2.8000000000000003
40	protein3	4.0
41	protein1	1.23
41	protein2	2.87
41	protein3	4.1000000000000005
42	protein1	1.26
42	protein2	2.9400000000000004
42	protein3	4.2
43	protein1	1.29
43	protein2	3.0100000000000002
43	protein3	4.3
44	protein1	1.3199999999999998
44	protein2	3.08
44	protein3	4.4
45	protein1	1.3499999999999999
45	protein2	3.1500000000000004
45	protein3	4.5
46	protein1	1.38
46	protein2	3.22
46	protein3	4.6000000000000005
47	protein1	1.41
47	protein2	3.2900000000000005
47	protein3	4.7
48	protein1	1.44
48	protein2	3.3600000000000003
48	protein3	4.800000000000001
49	protein1	1.47
49	protein2	3.43
49	protein3	4.9
50	protein1	1.5
50	protein2	3.5000000000000004
50	protein3	5.0
51	protein1	1.53
51	protein2	3.5700000000000003
51	protein3	5.1000000000000005
52	protein1	1.56
52	protein2	3.6400000000000006
52	protein3	5.2
53	protein1	1.5899999999999999
53	protein2	3.7100000000000004
53	protein3	5.300000000000001
54	protein1	1.6199999999999999
54	protein2	3.7800000000000002
54	protein3	5.4
55	protein1	1.65
55	protein2	3.8500000000000005
55	protein3	5.5
56	protein1	1.68
56	protein2	3.9200000000000004
56	protein3	5.6000000000000005
57	protein1	1.71
57	protein2	3.99
57	protein3	5.7
58	protein1	1.74
58	protein2	4.0600000000000005
58	protein3	5.800000000000001
59	protein1	1.77
59	protein2	4.130000000000001
59	protein3	5.9
60	protein1	1.7999999999999998
60	protein2	4.2
60	protein3	6.0
61	protein1	1.8299999999999998
61	protein2	4.2700000000000005
61	protein3	6.1000000000000005
62	protein1	1.8599999999999999
62	protein2	4.340000000000001
62	protein3	6.2
63	protein1	1.89
63	protein2	4.41
63	protein3	6.300000000000001
64	protein1	1.92
64	protein2	4.48
64	protein3	6.4
65	protein1	1.95
65	protein2	4.550000000000001
65	protein3	6.5
66	protein1	1.98
66	protein2	4.62
66	protein3	6.6000000000000005
67	protein1	2.01
67	protein2	4.69
67	protein3	6.7
68	protein1	2.04
68	protein2	4.760000000000001
68	protein3	6.800000000000001
69	protein1	2.07
69	protein2	4.83
69	protein3	6.9
70	protein1	2.1
70	protein2	4.9
70	protein3	7.0
71	protein1	2.13
71	protein2	4.970000000000001
71	protein3	7.1000000000000005
72	protein1	2.16
72	protein2	5.040000000000001
72	protein3	7.2
73	protein1	2.19
73	protein2	5.11
73	protein3	7.300000000000001
74	protein1	2.2199999999999998
74	protein2	5.180000000000001
74	protein3	7.4
75	protein1	2.25
75	protein2	5.250000000000001
75	protein3	7.5
76	protein1	2.28
76	protein2	5.32
76	protein3	7.6000000000000005
77	protein1	2.31
77	protein2	5.390000000000001
77	protein3	7.7
78	protein1	2.34
78	protein2	5.460000000000001
78	protein3	7.800000000000001
79	protein1	2.37
79	protein2	5.53
79	protein3	7.9
80	protein1	2.4
80	protein2	5.6000000000000005
80	protein3	8.0
81	protein1	2.4299999999999997
81	protein2	5.670000000000001
